consideration_id,table162_decision_ids,applicable_decision_count,crop_use,taxon_receptor,scenario_applicability,theme,concise_consideration,direction,evidence_type,quantitative_value,source_document,source_table_section_appendix,traceability_status,uncertainty_qualification,relevance_to_table162_decision,related_existing_finding_trc_xrf_ids,evidence_interpretation_or_judgment
T162-C0027,T162-D1549; T162-D1561; T162-D1573; T162-D1585; T162-D1597; T162-D1609; T162-D1621; T162-D1633; T162-D1645; T162-D1657,10,Cucurbits,Bird; Acute; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"standard-drilled processing cucumber can provide 8.6-54 surface seeds; >4 high-rate or >12 low-rate seeds reach the 155 mg/kg bw mortality level. Precision cucumber provides about 1-6 seeds, sufficient at the high but not low rate.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 66-74; MAIN-H0046; MAIN-H0048; MAIN-P000791; MAIN-P000795; MAIN-P000804; MAIN-P000806; MAIN-P000808; MAIN-P000813; MAIN-P000815; MAIN-P000818; MAIN-P000822; MAIN-P000824; MAIN-P000826; MAIN-P000831; MAIN-P000835; MAIN-P000837; MAIN-P000839; MAIN-P000849; MAIN-P000851; MAIN-P000857; MAIN-P000859; MAIN-P000861,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0028,T162-D1554; T162-D1566; T162-D1578; T162-D1590; T162-D1602; T162-D1614; T162-D1626; T162-D1638; T162-D1650; T162-D1662,10,Cucurbits,Bird; Chronic; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"standard-drilled cucumber can provide 17-109 seeds and exceed 7.78 mg/kg bw/d by over tenfold at the high rate; precision scenarios generally remain below the metric except upper-rate/high-seeding cucumber, for at most about one week.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 66-74; MAIN-H0046; MAIN-H0048; MAIN-P000791; MAIN-P000795; MAIN-P000804; MAIN-P000806; MAIN-P000808; MAIN-P000813; MAIN-P000815; MAIN-P000818; MAIN-P000822; MAIN-P000824; MAIN-P000826; MAIN-P000831; MAIN-P000835; MAIN-P000837; MAIN-P000839; MAIN-P000849; MAIN-P000851; MAIN-P000857; MAIN-P000859; MAIN-P000861,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0029,T162-D1553; T162-D1565; T162-D1577; T162-D1589; T162-D1601; T162-D1613; T162-D1625; T162-D1637; T162-D1649; T162-D1661,10,Cucurbits,Bird; Chronic; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"two high-rate or four low-rate seeds exceed 7.78 mg/kg bw/d; precision melon generally provides fewer than two seeds in the MSA, while cucumber standard/precision can exceed four.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 66-74; MAIN-H0046; MAIN-H0048; MAIN-P000791; MAIN-P000795; MAIN-P000804; MAIN-P000806; MAIN-P000808; MAIN-P000813; MAIN-P000815; MAIN-P000818; MAIN-P000822; MAIN-P000824; MAIN-P000826; MAIN-P000831; MAIN-P000835; MAIN-P000837; MAIN-P000839; MAIN-P000849; MAIN-P000851; MAIN-P000857; MAIN-P000859; MAIN-P000861,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0030,T162-D1552; T162-D1564; T162-D1576; T162-D1588; T162-D1600; T162-D1612; T162-D1624; T162-D1636; T162-D1648; T162-D1660,10,Cucurbits,Bird; Chronic; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,one seed exceeds 7.78 mg/kg bw/d; a single seed remains above that level for about 1 week at 0.25 and 3 weeks at 0.75 mg/seed.,INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 66-74; MAIN-H0046; MAIN-H0048; MAIN-P000791; MAIN-P000795; MAIN-P000804; MAIN-P000806; MAIN-P000808; MAIN-P000813; MAIN-P000815; MAIN-P000818; MAIN-P000822; MAIN-P000824; MAIN-P000826; MAIN-P000831; MAIN-P000835; MAIN-P000837; MAIN-P000839; MAIN-P000849; MAIN-P000851; MAIN-P000857; MAIN-P000859; MAIN-P000861,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0031,T162-D1557; T162-D1569; T162-D1581; T162-D1593; T162-D1605; T162-D1617; T162-D1629; T162-D1641; T162-D1653; T162-D1665,10,Cucurbits,Mammal; Acute; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the assessment supplies crop-, rate- and body-size-specific availability, seeds-needed and EDE/duration calculations, but the mammalian Cucurbits risk-characterization section contains no completed synthesis linking them to Table 162.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 137-145; MAIN-H0080; MAIN-H0082; MAIN-P001417; MAIN-P001419; MAIN-P001425; MAIN-P001433; MAIN-P001435; MAIN-P001437; MAIN-P001440; MAIN-P001444; MAIN-P001509; PH-00022,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00022; TRC-001,EVIDENCE
T162-C0032,T162-D1556; T162-D1568; T162-D1580; T162-D1592; T162-D1604; T162-D1616; T162-D1628; T162-D1640; T162-D1652; T162-D1664,10,Cucurbits,Mammal; Acute; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the assessment supplies crop-, rate- and body-size-specific availability, seeds-needed and EDE/duration calculations, but the mammalian Cucurbits risk-characterization section contains no completed synthesis linking them to Table 162.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 137-145; MAIN-H0080; MAIN-H0082; MAIN-P001417; MAIN-P001419; MAIN-P001425; MAIN-P001433; MAIN-P001435; MAIN-P001437; MAIN-P001440; MAIN-P001444; MAIN-P001509; PH-00022,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00022; TRC-001,EVIDENCE
T162-C0033,T162-D1555; T162-D1567; T162-D1579; T162-D1591; T162-D1603; T162-D1615; T162-D1627; T162-D1639; T162-D1651; T162-D1663,10,Cucurbits,Mammal; Acute; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the assessment supplies crop-, rate- and body-size-specific availability, seeds-needed and EDE/duration calculations, but the mammalian Cucurbits risk-characterization section contains no completed synthesis linking them to Table 162.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 137-145; MAIN-H0080; MAIN-H0082; MAIN-P001417; MAIN-P001419; MAIN-P001425; MAIN-P001433; MAIN-P001435; MAIN-P001437; MAIN-P001440; MAIN-P001444; MAIN-P001509; PH-00022,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00022; TRC-001,EVIDENCE
T162-C0034,T162-D1560; T162-D1572; T162-D1584; T162-D1596; T162-D1608; T162-D1620; T162-D1632; T162-D1644; T162-D1656; T162-D1668,10,Cucurbits,Mammal; Chronic; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the assessment supplies crop-, rate- and body-size-specific availability, seeds-needed and EDE/duration calculations, but the mammalian Cucurbits risk-characterization section contains no completed synthesis linking them to Table 162.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 137-145; MAIN-H0080; MAIN-H0082; MAIN-P001417; MAIN-P001419; MAIN-P001425; MAIN-P001433; MAIN-P001435; MAIN-P001437; MAIN-P001440; MAIN-P001444; MAIN-P001509; PH-00022,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00022; TRC-001,EVIDENCE
T162-C0035,T162-D1559; T162-D1571; T162-D1583; T162-D1595; T162-D1607; T162-D1619; T162-D1631; T162-D1643; T162-D1655; T162-D1667,10,Cucurbits,Mammal; Chronic; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the assessment supplies crop-, rate- and body-size-specific availability, seeds-needed and EDE/duration calculations, but the mammalian Cucurbits risk-characterization section contains no completed synthesis linking them to Table 162.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 137-145; MAIN-H0080; MAIN-H0082; MAIN-P001417; MAIN-P001419; MAIN-P001425; MAIN-P001433; MAIN-P001435; MAIN-P001437; MAIN-P001440; MAIN-P001444; MAIN-P001509; PH-00022,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00022; TRC-001,EVIDENCE
T162-C0036,T162-D1558; T162-D1570; T162-D1582; T162-D1594; T162-D1606; T162-D1618; T162-D1630; T162-D1642; T162-D1654; T162-D1666,10,Cucurbits,Mammal; Chronic; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the assessment supplies crop-, rate- and body-size-specific availability, seeds-needed and EDE/duration calculations, but the mammalian Cucurbits risk-characterization section contains no completed synthesis linking them to Table 162.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 137-145; MAIN-H0080; MAIN-H0082; MAIN-P001417; MAIN-P001419; MAIN-P001425; MAIN-P001433; MAIN-P001435; MAIN-P001437; MAIN-P001440; MAIN-P001444; MAIN-P001509; PH-00022,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00022; TRC-001,EVIDENCE
T162-C0037,T162-D0183; T162-D0195; T162-D0207; T162-D0219; T162-D0231; T162-D0243; T162-D0255; T162-D0267; T162-D0279; T162-D0291; T162-D0303; T162-D0315; T162-D0327; T162-D0339; T162-D0351; T162-D0363; T162-D0375; T162-D0387; T162-D0399; T162-D0411; T162-D0423; T162-D0435; T162-D0447; T162-D0459; T162-D0471; T162-D0483; T162-D0495; T162-D0507; T162-D0519; T162-D0531; T162-D0543; T162-D0555; T162-D0567; T162-D0579; T162-D0591; T162-D0603; T162-D0615; T162-D0627; T162-D0639; T162-D0651; T162-D0663; T162-D0675; T162-D0687; T162-D0699; T162-D0711; T162-D0723; T162-D0735; T162-D0747; T162-D0759; T162-D0771; T162-D0783; T162-D0795; T162-D0807; T162-D0819; T162-D0831; T162-D0843; T162-D0855; T162-D0867; T162-D0879; T162-D0891; T162-D0903; T162-D0915; T162-D0927; T162-D0939; T162-D0951; T162-D0963; T162-D0975; T162-D0987; T162-D0999; T162-D1011; T162-D1023; T162-D1035; T162-D1047; T162-D1059; T162-D1071; T162-D1083; T162-D1095; T162-D1107; T162-D1119; T162-D1131; T162-D1143; T162-D1155; T162-D1167; T162-D1179; T162-D1191; T162-D1203; T162-D1215; T162-D1227; T162-D1239; T162-D1251; T162-D1263; T162-D1275; T162-D1287; T162-D1299; T162-D1311; T162-D1323; T162-D1335; T162-D1347; T162-D1359; T162-D1371; T162-D1383; T162-D1395; T162-D1407; T162-D1419,104,Legumes,Bird; Acute; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the overall acute characterization reports non-negligible population effects unlikely, based on dose magnitude plus limited dietary plausibility; body-size-specific acute synthesis is limited.",CONTEXT_ONLY,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation; MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECONCILED_EXCEPTIONS,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,CAL-004; CON-004; TRC-001,EVIDENCE
T162-C0038,T162-D0182; T162-D0194; T162-D0206; T162-D0218; T162-D0230; T162-D0242; T162-D0254; T162-D0266; T162-D0278; T162-D0290; T162-D0302; T162-D0314; T162-D0326; T162-D0338; T162-D0350; T162-D0362; T162-D0374; T162-D0386; T162-D0398; T162-D0410; T162-D0422; T162-D0434; T162-D0446; T162-D0458; T162-D0470; T162-D0482; T162-D0494; T162-D0506; T162-D0518; T162-D0530; T162-D0542; T162-D0554; T162-D0566; T162-D0578; T162-D0590; T162-D0602; T162-D0614; T162-D0626; T162-D0638; T162-D0650; T162-D0662; T162-D0674; T162-D0686; T162-D0698; T162-D0710; T162-D0722; T162-D0734; T162-D0746; T162-D0758; T162-D0770; T162-D0782; T162-D0794; T162-D0806; T162-D0818; T162-D0830; T162-D0842; T162-D0854; T162-D0866; T162-D0878; T162-D0890; T162-D0902; T162-D0914; T162-D0926; T162-D0938; T162-D0950; T162-D0962; T162-D0974; T162-D0986; T162-D0998; T162-D1010; T162-D1022; T162-D1034; T162-D1046; T162-D1058; T162-D1070; T162-D1082; T162-D1094; T162-D1106; T162-D1118; T162-D1130; T162-D1142; T162-D1154; T162-D1166; T162-D1178; T162-D1190; T162-D1202; T162-D1214; T162-D1226; T162-D1238; T162-D1250; T162-D1262; T162-D1274; T162-D1286; T162-D1298; T162-D1310; T162-D1322; T162-D1334; T162-D1346; T162-D1358; T162-D1370; T162-D1382; T162-D1394; T162-D1406; T162-D1418,104,Legumes,Bird; Acute; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the overall acute characterization reports non-negligible population effects unlikely, based on dose magnitude plus limited dietary plausibility; body-size-specific acute synthesis is limited.",CONTEXT_ONLY,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation; MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECONCILED_EXCEPTIONS,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,CAL-004; TRC-001,EVIDENCE
